                                                                                1     6     7     8    11    12    15    16    17    19    20    26    53
      Tissues to be used in the Monte Carlo simulation:                         H     C     N     O    Na    Mg     P     S    Cl     K    Ca    Fe     I     density
No.                                                                                                            (% by mass)                                    (g/cm3)
1     Adrenal                                                                 10.4  23.3   2.8  62.5   0.1   0.0   0.2   0.3   0.2   0.2   0.0   0.0   0.0     1.035  
2     ET, Trachea, BB, bb, Gall bladder wall, Pituitary gland, ...            10.5  25.2   2.7  60.6   0.1   0.0   0.2   0.3   0.2   0.2   0.0   0.0   0.0     1.031  
3     Oral mucosa, Tongue                                                     10.2  14.2   3.4  71.1   0.1   0.0   0.2   0.3   0.1   0.4   0.0   0.0   0.0     1.050  
4     Blood                                                                   10.2  11.0   3.3  74.5   0.1   0.0   0.1   0.2   0.3   0.2   0.0   0.1   0.0     1.060  
5     Cortical bone                                                            3.6  15.9   4.2  44.8   0.3   0.2   9.4   0.3   0.0   0.0  21.3   0.0   0.0     1.904  
6     Medullary cavity                                                        11.5  63.7   0.7  23.8   0.1   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0     0.981  
7     Humeri, upper, spongiosa                                                 8.6  39.2   2.6  39.0   0.1   0.1   3.1   0.2   0.1   0.1   6.9   0.0   0.0     1.185  
8     Humeri, lower, Ulnae and radii, Wrists and hand bones, Femora, ...       9.5  49.8   1.7  31.1   0.1   0.0   2.3   0.2   0.1   0.0   5.2   0.0   0.0     1.117  
9     Clavicles, spongiosa                                                     8.5  38.8   2.6  39.2   0.1   0.1   3.2   0.2   0.1   0.1   7.1   0.0   0.0     1.192  
10    Cranium, spongiosa                                                       7.9  34.5   2.9  41.3   0.2   0.1   3.9   0.2   0.1   0.1   8.8   0.0   0.0     1.252  
11    Femora, upper, spongiosa                                                10.4  50.1   1.9  34.2   0.1   0.0   0.9   0.2   0.1   0.1   2.0   0.0   0.0     1.046  
12    Mandible, spongiosa                                                      8.6  38.3   2.7  39.8   0.1   0.1   3.1   0.2   0.1   0.1   6.9   0.0   0.0     1.189  
13    Pelvis, spongiosa                                                        9.6  42.2   2.5  39.4   0.1   0.0   1.8   0.2   0.1   0.1   3.9   0.1   0.0     1.105  
14    Ribs, spongiosa                                                          9.8  39.4   2.9  43.1   0.1   0.0   1.3   0.2   0.2   0.1   2.8   0.1   0.0     1.087  
15    Scapulae, spongiosa                                                      9.3  42.6   2.4  38.2   0.1   0.0   2.2   0.2   0.1   0.1   4.8   0.0   0.0     1.125  
16    Cervical spine, spongiosa                                                9.2  37.1   3.0  43.6   0.1   0.0   2.0   0.2   0.2   0.1   4.4   0.1   0.0     1.129  
17    Thoracic spine, spongiosa                                                9.8  39.9   2.9  43.0   0.1   0.0   1.2   0.2   0.2   0.1   2.5   0.1   0.0     1.080  
18    Lumbar spine, spongiosa                                                  8.8  35.2   3.1  44.0   0.1   0.1   2.6   0.2   0.1   0.1   5.7   0.0   0.0     1.165  
19    Sacrum, spongiosa                                                       10.2  41.6   2.8  42.6   0.1   0.0   0.7   0.2   0.2   0.1   1.4   0.1   0.0     1.052 
20    Sternum, spongiosa                                                      10.0  40.3   2.8  42.9   0.1   0.0   1.1   0.2   0.2   0.1   2.2   0.1   0.0     1.073  
21    Cartilage                                                                9.6   9.9   2.2  74.4   0.5   0.0   2.2   0.9   0.3   0.0   0.0   0.0   0.0     1.099  
